ano,orden,descripcion_obra,domicilio_edificio,cui,prestaciones,nivel_de_aprobacion
2022,420001205,Adecuación de inst de gas a normativa,SAAVEDRA 695,0200299,Gas,INSP/SUP
2022,420001206,Adecuación de inst de gas a normativa,AVDA. SAN JUAN 2277,0200136,Gas,INSP/SUP
2022,420001208,Adecuación de inst de gas a normativa,AVDA. SAN JUAN 2128,0200142,Gas,INSP/SUP
2022,420001210,Adecuación de inst de gas a normativa,CONSTITUCION 1839,0200133,Gas,INSP/SUP
2022,420001473,Adecuación Instalación de Calefacción,AVDA. INDEPENDENCIA 758,0200168,Gas,INSP/SUP
2022,420001708,Demolición de muros en aulas,AVDA. DEL LIBERTADOR 238,0200024,Otros Servicios,INSP/SUP
2022,420001709,Adecuación de inst de gas/ calefacción,AVDA. PASEO COLON 255,0200200,Carpinterías,INSP/SUP
2022,420001711,Adecuar sistema de calefacción,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",0202683,Calefaccion y Refrigeracion,INSP/SUP
2022,420001712,Reposición de Accesorios de IFCI Vandali,CARLOS PELLEGRINI 1515,0200032,Incendio,GER GOIM
2022,420001713,modificación de carpinterías oficinas pb,PERU 1357,0202569,Carpinterías,INSP/SUP
2022,420001715,Provision de protecciones de estufas,AVDA. LARRAZABAL 5001,0200954,Calefaccion y Refrigeracion,INSP/SUP
2022,420001717,Plataforma de H°A°,VIEYTES 942,0200256,Albañileria / Pintura,INSP/SUP
2022,420001944,Ejec de Cielorraso y Rep por Filtración,AVDA. INDEPENDENCIA 569,0202145,Albañileria / Pintura,INSP/SUP
2022,420001945,Adecuación de instalación de gas a norma,SAN JOSE 1985,0200228,Gas,INSP/SUP
2022,420001947,Solicito cambio de termotanque en cocina,CORRALES 3420 / 3450,0200860,Sanitarias,INSP/SUP
2022,420002127,Cambio de vidrios por vandalismo.,AVDA. LARRAZABAL 4520,0200950,Carpinterías,INSP/SUP
2022,420002128,Prov. coloc. puerta Acceso,LOS PATOS 3004,0202179,Carpinterías,INSP/SUP
2022,420002129,Cambio de cerradura por vandalismo.,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",0202682,Carpinterías,INSP/SUP
2022,420002130,Cambio de cerraduras  por vandalismo,AVDA. LARRAZABAL 5140,0200965,Carpinterías,INSP/SUP
2022,420003646,Adecuación de instalación de gas-calefac,JUNCAL 1258,0200027,Gas,INSP/SUP
2022,420003681,Reemplazo Calefon 14lts fin vida util,CARACAS 2372,0200678,Gas,INSP/SUP
2022,420005449,Pintura Hall de planta baja,HUMBERTO 1° 1573,0200126,Albañileria / Pintura,INSP/SUP
2022,420005452,Provisión y colocación lavatorio. Corre,LUZURIAGA 1571,0200231,Sanitarias,INSP/SUP
2022,420005455,Prov.e instalacion rejilla y cañeria,AVDA. GRAL. IRIARTE 3880,0200261,Calefaccion y Refrigeracion,INSP/SUP
2022,420005457,Provisión y colocación de vidrios por va,AVDA. GRAL. FERNANDEZ DE LA CRUZ 3605,0200874,Carpinterías,INSP/SUP
2022,420005550,Impermeabilización de la terraza,CARLOS E. ZUBERBÜHLER 1850,0200525,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420005811,Adecuación elétrica para pantallas HDMI,O'HIGGINS 2441,0200532,Electricidad,INSP/SUP
2022,420005812,Colocacion de matafuegos,AVDA. JUAN BAUTISTA ALBERDI 4755,0200625,Incendio,INSP/SUP
2022,420005813,Provisión de puerta trampa de chapa,VALDENEGRO 3523,0200727,Carpinterías,INSP/SUP
2022,420006683,Solicitud soldar caldera,RIO DE JANEIRO 986,0200080,Calefaccion y Refrigeracion,INSP/SUP
2022,420006684,Puesta en reglamentacion de ascensor,CHILE 1371,0200145,Medios de elevación,INSP/SUP
2022,420006685,Adecuación de patio,AVDA. AMANCIO ALCORTA 3402,0200238,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420006686,Cambio de camara desengrasadora,VALDENEGRO 3525,0200711,Sanitarias,INSP/SUP
2022,420006722,Protecciones de escalera y rampa,GABRIELA MISTRAL 3376,0200754,Carpinterías,INSP/SUP
2022,420006724,Cambio de 2 vidrios de puerta exterior v,SOLDADO DE LA FRONTERA 5155,0200964,Carpinterías,INSP/SUP
2022,420006726,Cambio pisos ceramicos pisos Sum,CORRALES 3420,0200860,Albañileria / Pintura,INSP/SUP
2022,420006727,Reponer artefacto de iluminacion exterio,AVDA. GRAL. FERNANDEZ DE LA CRUZ 2615,0202431,Electricidad,INSP/SUP
2022,420006728,Prov. coloc. artefactos de iluminación,AVDA. ALMTE. BROWN 373 Y CNEL. DE MARINA TOMAS ESPORA S/N,0202450,Electricidad,INSP/SUP
2022,420006736,Iluminación LED,AVDA. CASTAÑARES 6580,0202685,Electricidad,INSP/SUP
2022,420008311,Adecuación de la instalación eléctrica,LIBERTAD 1257,0200022,Electricidad,INSP/SUP
2022,420008312,Cambio de 3 estufas,AVDA. CORDOBA 1951,0200029,Calefaccion y Refrigeracion,INSP/SUP
2022,420008315,Adecuacion de instal de gas a normativa,AVDA. SAN JUAN 353,0200188,Gas,INSP/SUP
2022,420008316,Adecuacion de instal de gas a normativa,BOLIVAR 1235,0200199,Gas,INSP/SUP
2022,420008976,Reparación de Iluminación de cancha de f,JUNCAL 3251,0200028,Electricidad,INSP/SUP
2022,420008978,Reemplazo de 2 estufas,AVDA. GRAL. LAS HERAS 4078,0200471,Calefaccion y Refrigeracion,INSP/SUP
2022,420008979,Desmonte y retiro de revestimiento,MENDOZA 1000,0200502,Albañileria / Pintura,GER GOIM
2022,420008980,Adicional cambio aula,ANDONAEGUI 1532,0200723,Albañileria / Pintura,INSP/SUP
2022,420008983,Cambio de cerradura cocina vandalismo,GOLETA SANTA CRUZ 6997,0200918,Carpinterías,INSP/SUP
2022,420008984,Provisión y colocación puerta antipanico,GOLETA SANTA CRUZ 6999,0200918,Carpinterías,GER GOIM
2022,420008987,cambio puertas de acceso,ARIAS 3775,0202194,Carpinterías,GER GOIM
2022,420008988,ventana nueva cocina y puerta aula,ARIAS 3775,0202194,Carpinterías,INSP/SUP
2022,420008991,Ejecutar e instalar puerta reja,AVDA. JUAN BAUTISTA ALBERDI 4139,0202662,Carpinterías,INSP/SUP
2022,420009562,Placas calefactoras ecosol en aulas,GRAL. URQUIZA 227,0200304,Calefaccion y Refrigeracion,INSP/SUP
2022,420009563,Readecuar inst de gas,GRAL. URQUIZA 227,0200304,Gas,INSP/SUP
2022,420010805,Colocación de la puerta del baño,JEAN JAURES 870,0200094,Carpinterías,INSP/SUP
2022,420010809,Reemplazo de compresor en corto,AVDA. DON PEDRO DE MENDOZA 1835,0200178,Calefaccion y Refrigeracion,INSP/SUP
2022,420010813,Abono mensual mantenimiento AA,AVDA. DON PEDRO DE MENDOZA 1835,0200178,Calefaccion y Refrigeracion,GER GOIM
2022,420010843,Tomas en Dirección: 6 tomas en 3 cajas,AVDA. ALMAFUERTE 66,0200225,Electricidad,INSP/SUP
2022,420010846,Colocacion y pintura Rejas,AVDA. ALMAFUERTE 66,0200225,Carpinterías,INSP/SUP
2022,420010859,Recambio de solados biblioteca,ROGELIO YRURTIA 5806,0200718,Albañileria / Pintura,INSP/SUP
2022,420010891,Demolicion y colocacion solados 2 aulas,MORON 4460,0200825,Albañileria / Pintura,INSP/SUP
2022,420010894,Recambio de todos los policarbonato,DR. LUIS BELAUSTEGUI 4949,0200812,Carpinterías,INSP/SUP
2022,420010897,Aire Acondicionado Aula Computacion,VIRGILIO 1980,0200830,Calefaccion y Refrigeracion,INSP/SUP
2022,420010904,Aire Acond Supervision Escolar,AVDA. SEGUROLA 1104,0200816,Calefaccion y Refrigeracion,INSP/SUP
2022,420010905,Inodoro corto baño patio exterior,AVDA. SEGUROLA 1104,0200816,Sanitarias,INSP/SUP
2022,420010907,Adecuación de escalera en sala de música,AVDA. ALVAREZ JONTE 4651,0200807,Albañileria / Pintura,INSP/SUP
2022,420010908,Demoler pileta en Sala 4y5 Inicial,MARCOS PAZ 1732,0200808,Albañileria / Pintura,INSP/SUP
2022,420010911,Sala reunión Acondicionamiento,AVDA. INTENDENTE FRANCISCO RABANAL 1507,0200889,Electricidad,INSP/SUP
2022,420010918,Rep. /Inst. de Automatico de Bomba,AVDA. INTENDENTE FRANCISCO RABANAL 1549,0200870,Sanitarias,INSP/SUP
2022,420011645,Cambio de cubierta de chapa y cielorraso,BOLIVAR 1235,0200199,Cubiertas / Impermeabilizaciones,GER GOIM
2022,420011716,Prov. coloc. inodoro y tapa Falta adjunt,JUAN CARLOS GOMEZ 253,0200253,Sanitarias,INSP/SUP
2022,420011719,Instalación de nueva bomba tanque,FELIPE VALLESE 835,0200364,Sanitarias,INSP/SUP
2022,420011740,Puesta a punto en tablero electrico,HIPOLITO YRIGOYEN 4238,0200422,Otros Servicios,INSP/SUP
2022,420011741,Instalación de gas,JOSE BARROS PAZOS 3620,0202583,Gas,INSP/SUP
2022,420011745,Adecuaciones en instalacion de gas,QUITO 4045,0200420,Otros Servicios,INSP/SUP
2022,420011746,Pañol en taller audiovisual,LOYOLA 1500,0200469,Albañileria / Pintura,INSP/SUP
2022,420011747,Prov. coloc. 28 luces de emergencia,AVDA. CRAMER 2136,0200527,Electricidad,INSP/SUP
2022,420011749,Cambio puerta doble de acceso,SARAVIA 2358,0200626,Carpinterías,INSP/SUP
2022,420011783,Reemplazo tramo cañería vapor averiada,RONDEAU 2751,0200312,Calefaccion y Refrigeracion,INSP/SUP
2022,420011785,Equipo de A°A° para Supervisión,LOS PATOS 3072,0202394,Calefaccion y Refrigeracion,INSP/SUP
2022,420011787,Reparación de cielorraso comedor,AVDA. CHORROARIN 365,0202638,Albañileria / Pintura,INSP/SUP
2022,420011788,Colocación de mosquiteros en ventana,CNEL. RAMON LISTA 5448,0202668,Carpinterías,INSP/SUP
2022,420011789,solicitan 26 artefactos electrico,CNEL. RAMON LISTA 5448,0202668,Electricidad,INSP/SUP
2022,420011791,Prov. coloc.puerta en cocina.,JOSE BARROS PAZOS 3610,0202562,Carpinterías,INSP/SUP
2022,420011792,Prov. coloc. de inodoro vandalizado.,AVDA. GRAL. FERNANDEZ DE LA CRUZ 3605,0200874,Sanitarias,INSP/SUP
2022,420013188,Correr la descarga pluvial,AVDA. DON PEDRO DE MENDOZA 1835,0200178,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420013189,Impermeabilización azotea tanque,AVDA. RIVADAVIA 6065,0200356,Albañileria / Pintura,INSP/SUP
2022,420013191,Reacondicionamiento incendio,AVDA. RIVADAVIA 5161,0200380,Incendio,INSP/SUP
2022,420013194,Reacondicionamiento de gas,AVDA. RIVADAVIA 4950,0200427,Gas,INSP/SUP
2022,420013195,Reacondicionamiento de gas,AVDA. JOSE MARIA MORENO 345,0200425,Gas,INSP/SUP
2022,420013196,Reacondicionamiento incendio,AVDA. JOSE MARIA MORENO 345,0200425,Incendio,INSP/SUP
2022,420013198,Colcacion de reja,VIRREY LORETO 3050,0200446,Albañileria / Pintura,INSP/SUP
2022,420013199,"Cambio de solado de 4 aulas PB, SUM",AVDA. CRAMER 2136,0200527,Albañileria / Pintura,GER GOIM
2022,420013280,Prov. coloc. luces de emergencia,JURAMENTO 2945,0200531,Electricidad,INSP/SUP
2022,420013281,Picar y rehacer revoques de 2 paredes,AVDA. MONROE 3000,0200513,Albañileria / Pintura,INSP/SUP
2022,420013282,Revestimiento paredes del patio exterior,MENDOZA 1000,0200502,Albañileria / Pintura,INSP/SUP
2022,420013283,Reemplazo de anafe en sala auxiliares,CNEL. RAMON L. FALCON 4151,0200550,Gas,INSP/SUP
2022,420013284,Insonorización extracción cocina,SAN BLAS 2238,0200603,Electricidad,INSP/SUP
2022,420013286,Luces de emergencia natatorio,TERRADA 3983,0200743,Electricidad,INSP/SUP
2022,420013287,Impermeabilizacion de cubierta plana.,AVDA. GRAL. MOSCONI 2641,0200765,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420013289,Colocación de techo metálico sobre patio,ARGERICH 5651,0200762,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420013291,Albañilería y pintura gral en cielorraso,CUENCA 5049,0200761,Albañileria / Pintura,INSP/SUP
2022,420013292,Cambio de canaleta de zinc,GRAL. JOSE GERVASIO DE ARTIGAS 5645,0200751,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420013293,Pintura gral en paredes Y carpinterias,GRAL. JOSE GERVASIO DE ARTIGAS 5645,0200751,Albañileria / Pintura,INSP/SUP
2022,420013295,Seis estufas tiro ballanceado,AVDA. ALVAREZ JONTE 5075,0200829,Calefaccion y Refrigeracion,INSP/SUP
2022,420013296,Arreglos revoques  patio sobre escenario,JUAN AGUSTIN GARCIA 5265,0200819,Albañileria / Pintura,INSP/SUP
2022,420013297,Prov. coloc.bomba presurizadora,AVDA. PIEDRA BUENA 3100 Y AVDA. EVA PERON,0200923,Sanitarias,INSP/SUP
2022,420013298,Cambiar calefon roto vivienda casero,GARCIA DE COSSIO 5570,0200909,Gas,INSP/SUP
2022,420013299,Ejecución de contrapiso de 20 m2,JOSE CUBAS 2440,0202602,Albañileria / Pintura,INSP/SUP
2022,420013320,Bobina de Valvula Solenoide,LOS PATOS 3072,0202394,Gas,INSP/SUP
2022,420013321,Retiro del piso de Porcelanato,IRIARTE Y LAVARDÉN,0200281,Albañileria / Pintura,GER GOIM
2022,420013323,Puesta en marcha de Sist de calefacción,BLVD OLIMPICO JOSE BENJAMIN ZUBIAUR 4180,0202689,Calefaccion y Refrigeracion,INSP/SUP
2022,420014064,Cambio de 1 una estufa,AVDA. GRAL. LAS HERAS 3086,0200015,Calefaccion y Refrigeracion,INSP/SUP
2022,420014093,Cambio de 3 estufas,AYACUCHO 1849,0200016,Calefaccion y Refrigeracion,INSP/SUP
2022,420014120,Prov. coloc. ventiladores y reposicion,AVDA. PASEO COLON 650,0200195,Electricidad,INSP/SUP
2022,420014122,Presupuesto pintira en direccion,GRAL. GREGORIO ARAOZ DE LAMADRID 499,0200179,Albañileria / Pintura,INSP/SUP
2022,420014125,Colocacion  placas antihumedad -especifi,AVDA. MANUEL MONTES DE OCA 807,0200237,Albañileria / Pintura,INSP/SUP
2022,420014130,Prov. coloc. termotanque electrico,AVDA. RIVADAVIA 6065,0200356,Sanitarias,INSP/SUP
2022,420014135,Impermeabilización del techo casa casero,VIRREY LORETO 3050,0200446,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420014136,Instalacion de caloventores.,AVDA. MIGUEL SANCHEZ 1050,0200523,Electricidad,INSP/SUP
2022,420014137,Reemplazar 5 estufas tiro balanceado,CNEL. RAMON L. FALCON 4801,0200624,Calefaccion y Refrigeracion,INSP/SUP
2022,420014138,Reponer inodoro baño de nenas,BAHIA BLANCA 2535,0200789,Sanitarias,INSP/SUP
2022,420014139,Reacondicionamiento IFCI,PUAN 360,0200402,Incendio,INSP/SUP
2022,420014182,Instalacion luz de emergencia,DARREGUEYRA 2460,0200477,Electricidad,INSP/SUP
2022,420014184,Artefacto de cocina para casa casero.,QUILMES 473,0200850,Gas,INSP/SUP
2022,420014192,decuación del ascensor,AVDA. INTENDENTE FRANCISCO RABANAL 2275,0200851,Medios de elevación,INSP/SUP
2022,420014195,Remplazo de Panel de Madera,ANIBAL PEDRO ARBELETCHE 1052,0200853,Albañileria / Pintura,INSP/SUP
2022,420014197,Instalacion estufa electrica 2do grado,RONDEAU 2751,0200312,Calefaccion y Refrigeracion,INSP/SUP
2022,420014199,Reposición accesorios IFCI vandalizados,LIBERTAD 1257,0200022,Incendio,INSP/SUP
2022,420014280,Prov. coloc. 4 estufasde Tiro Balanceado,AVDA. SANTA FE 3727,0200467,Gas,INSP/SUP
2022,420014282,Provisión de puerta principal,JOSE BARROS PAZOS 3620,0202583,Carpinterías,INSP/SUP
2022,420027031,Conexión de 6 estufas ecosol en aulas,ZUVIRIA 6550,0202584,Calefaccion y Refrigeracion,INSP/SUP
2022,420027033,Cambio equipo calefactor fin vida útil,HELGUERA 3228,0200769,Calefaccion y Refrigeracion,INSP/SUP
2022,420027034,Adecuación de sistema de gas,ECHAURI 1576,0200849,Gas,INSP/SUP
2022,420027035,Puesta en Norma Inst Luces de Emergencia,VIRGILIO 1980,0200830,Electricidad,DDGG DGMESC
2022,420027037,Estufa para sector de comedor,FONROUGE 4211,0200961,Gas,INSP/SUP
2022,420027038,Adecuación de sistema de gas.,ITAQUI 2050,0200856,Gas,INSP/SUP
2022,420027039,Reemplazo de policarbonato en cubierta,FERRE 1957,0200872,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420027040,Cambiar chapas en cubierta del patio,GABRIELA MISTRAL 3376,0200754,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420027042,CAMBIO CIELORRASO BIBLIOTECA,TRONADOR 4134,0200728,Albañileria / Pintura,INSP/SUP
2022,420027043,CAMBIO DE CERRADURAS ACCESO,PICO 2689,0200509,Carpinterías,INSP/SUP
2022,420027044,Arreglos en placas de LED-Aulas,GRAL. MARTIN DE GAINZA 1050,0200381,Electricidad,INSP/SUP
2022,420027046,Provision y colocacion de calefactores,BOLIVAR 1280,0200222,Calefaccion y Refrigeracion,INSP/SUP
2022,420027048,Proveer e instalar ventilador en aula 5,MARIANO ACOSTA 2976,0200864,Electricidad,INSP/SUP
2022,420027049,Colocar piso en salas y pintura SUM,RAUL SCALABRINI ORTIZ 2760,0200475,Albañileria / Pintura,INSP/SUP
2022,420027050,Proveer extintores según plano,LUIS VIALE 1046,0200369,Incendio,INSP/SUP
2022,420027051,Cambiar plafon en secretaria,AVDA. JUJUY 150,0200318,Electricidad,INSP/SUP
2022,420027639,Reparar calefacción,CERETTI 2035,0200752,Calefaccion y Refrigeracion,INSP/SUP
2022,420027880,Reparar y limpiar cámara desengrasadora,TRONADOR 2861,0200714,Sanitarias,INSP/SUP
2022,420027881,Cambiar portero eléctrico de casero,DR. LUIS BELAUSTEGUI 3751,0200594,Electricidad,INSP/SUP
2022,420027882,Cambiar quemador y modificar chimenea,VALDENEGRO 3523,0200727,Calefaccion y Refrigeracion,INSP/SUP
2022,420027883,REACONDICIONAMIENTO INST GAS,GRAL. JOSE GERVASIO DE ARTIGAS 690,0200609,Gas,INSP/SUP
2022,420027884,REACONDICIONAMIENTO INST GAS,CONDARCO 290,0200606,Gas,INSP/SUP
2022,420027885,Limpieza y reparacion de aberturas,AVDA. JUAN DE GARAY 3972,0200311,Albañileria / Pintura,INSP/SUP
2022,420027886,Reparacion de dos terrazas transitables,MAZA 1913,0200343,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420027887,Adecuar instalación de gas,ELIA 473,0200241,Gas,INSP/SUP
2022,420027888,Adecuar instalación de gas,LARREA 854,0200017,Gas,INSP/SUP
2022,420028412,Colocación 12 placas dobles,BERON DE ASTRADA 6351,0200958,Calefaccion y Refrigeracion,INSP/SUP
2022,420028413,Reponer dos vidrios rotos por vandalismo,AQUINO 6040,0200962,Carpinterías,INSP/SUP
2022,420028415,Instalacion de tomacorrientes-S Comp.,NICASIO OROÑO 2131,0200679,Electricidad,INSP/SUP
2022,420028417,Ampliar tomas en aula futura de Comp,ACASSUSO 6138,0200655,Electricidad,INSP/SUP
2022,420028418,Conexión Portero eléctrico casera,AVDA. CORRIENTES 5332,0200353,Electricidad,INSP/SUP
2022,420028640,Readecuar instalación de gas-Laboratorio,GRAL. MARTIN DE GAINZA 1050,0200381,Gas,INSP/SUP
2022,420028642,Reemplazo de estufa TB de comedor,JOSE ANTONIO CABRERA 3430,0200085,Gas,INSP/SUP
2022,420028913,Reemplazar estufa aula primer piso,ACASSUSO 6138,0200655,Gas,INSP/SUP
2022,420028914,Reacondicionar sector electrico caldera,AVDA. JOSE MARIA MORENO 480,0200406,Calefaccion y Refrigeracion,INSP/SUP
2022,420028915,Cambio de estufa en sala de maestros,CAFAYATE 5388,0200957,Calefaccion y Refrigeracion,INSP/SUP
2022,420028916,Cambio de placa de caldera por golpe de,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",0202682,Calefaccion y Refrigeracion,INSP/SUP
2022,420028917,REACONDICIONAMIENTO INST GAS,GRAL. JOSE GERVASIO DE ARTIGAS 878,0200588,Gas,INSP/SUP
2022,420028918,Readecuar instalación de gas,CAÑADA DE GOMEZ 3850,0200927,Gas,INSP/SUP
2022,420029300,Cambio de estufa en 7 grado,GRAL. VENANCIO FLORES 3869,0200600,Gas,INSP/SUP
2022,420029636,Provisión de cerradura por vandalismo,GOLETA SANTA CRUZ 6999,0200918,Carpinterías,INSP/SUP
2022,420029639,Reposicion 3 Equipos Aire frio calor,AVDA. GRAL. FERNANDEZ DE LA CRUZ 2615,0202431,Calefaccion y Refrigeracion,INSP/SUP
2022,420029853,Provisión  vidrio roto por vandalismo.,MURGUIONDO 2265,0202629,Carpinterías,INSP/SUP
2022,420030507,REPARACIÓN MONTASILLAS,ESTRADA 627,0200413,Medios de elevación,INSP/SUP
2022,420032336,Mover portero electrico,GRAL. GREGORIO ARAOZ DE LAMADRID 676,0200191,Electricidad,INSP/SUP
2022,420032337,"Cambio de piso vinilico, pintura aula",ARCAMENDIA 743,0200259,Albañileria / Pintura,INSP/SUP
2022,420032339,REPARACIÓN DE MONTASILLAS,SANTANDER 1150,0200401,Medios de elevación,INSP/SUP
2022,420032374,Colocación protecciones bajo cornisas,PIO COLLIVADINO 436,0200643,Albañileria / Pintura,INSP/SUP
2022,420032375,Reparación de toldo metálico,ACASSUSO 6138,0200655,Carpinterías,INSP/SUP
2022,420032376,Impermeabilización de muro Nivel Inicial,HELGUERA 2435,0200777,Cubiertas / Impermeabilizaciones,INSP/SUP
2022,420032937,Ubicacion nuevos  extintores,AVDA. ANGEL GALLARDO 246,0200088,Incendio,INSP/SUP
2022,420032938,Instalacion proyector y pantalla en SUM,THAMES 1361,0200460,Otros Servicios,INSP/SUP
2022,420032939,Pintura de patio y pasillos,THAMES 1361,0200460,Otros Servicios,INSP/SUP
2022,420032940,Colocación de pinches para palomas,GURRUCHAGA 739,0200441,Carpinterías,INSP/SUP
2022,420032941,"Reemplazo de 18 luces de emergencia,",AVDA. TTE. GRAL. DELLEPIANE 4750,0200633,Electricidad,INSP/SUP
2022,420032942,Reparación central alarma incendio,VALDENEGRO 3523,0200727,Electricidad,INSP/SUP
2022,420032943,Instalación de termotanque en cocina,JOSE LEON CABEZON 3446,0200744,Sanitarias,INSP/SUP
2022,420032944,Conectar sector gastronomia red cloacal,PEDRO LOZANO 3056,0200797,Sanitarias,INSP/SUP
2022,420032945,Pintura completa de aula de musica,CUZCO 116,0200821,Albañileria / Pintura,GER GOIM
2022,420032952,Reemplazo de Termotanque Electrico,LUNA 690,0202667,Sanitarias,INSP/SUP
2022,420034719,Secundaria del futuro Segundo Piso - Eta,AVDA. SAN JUAN 1545,0200137,Albañileria / Pintura,INSP/SUP
2022,420034725,Prov. coloc. red anti palomas,AVDA. DON PEDRO DE MENDOZA 1835,0200178,Otros Servicios,INSP/SUP
2022,420034726,Pintura de cielorrasos/techos,AVDA. DON PEDRO DE MENDOZA 1835,0200178,Albañileria / Pintura,INSP/SUP
2022,420034729,Colocación de grasera en cocina,JULIAN ALVAREZ 240,0200367,Sanitarias,INSP/SUP
2022,420034730,Adecuación eléctrica en casa casera,JULIAN ALVAREZ 240,0200367,Electricidad,INSP/SUP
2022,420034731,Pintura patio y pasillo rampa exterior,ANGEL JUSTINIANO CARRANZA 2045,0200466,Albañileria / Pintura,INSP/SUP
2022,420034732,Ejecución de contrapiso y carpeta,AVDA. TTE. GRAL. DELLEPIANE 4750,0200633,Albañileria / Pintura,INSP/SUP
2022,420034735,Tanque cisterna y bombas,14 DE JULIO 546,0200660,Sanitarias,GER GOIM
2022,420034737,Cambio de 3 tapas de camaras en patio,CASAFOUST 761,0200664,Sanitarias,INSP/SUP
2022,420034738,Cambio de tanque bombeo subsuelo,CASAFOUST 761,0200664,Sanitarias,INSP/SUP
2022,420034781,Tomacorrientes en SUM,FITZ ROY 171,0200665,Electricidad,INSP/SUP
2022,420034783,Instalación aire acondicionado,OLLEROS 3621,0200681,Calefaccion y Refrigeracion,INSP/SUP
2022,420034784,Modificar pared divisoria,AVDA. ALMTE. BROWN 373 Y CNEL. DE MARINA TOMAS ESPORA S/N,0202450,Albañileria / Pintura,INSP/SUP
2022,420035391,Reposicion matafuego ABC de 5 kg,JERONIMO SALGUERO 920,0200100,Incendio,INSP/SUP
2022,420035392,Reposición de 6 nuevos  matafuegos,RIO DE JANEIRO 986,0200080,Incendio,INSP/SUP
2022,420035393,Ttramitación de la ocupación  de vereda,DR. RAMON CARRILLO 317,0200266,Albañileria / Pintura,INSP/SUP
2022,420035394,Reponer tapa de tanque de agua,CACHI 77,0200236,Sanitarias,INSP/SUP
2022,420035395,Reemplazo bomba elevadora,TRAFUL 3835,0200239,Sanitarias,INSP/SUP
2022,420035396,Adecuacion sala de direccion primaria,DEAN FUNES 1821,0200327,Albañileria / Pintura,INSP/SUP
2022,420035397,Instalación porteros electricos salas,CATULO CASTILLO 2852,0200335,Electricidad,INSP/SUP
2022,420035461,Adecuacion direccion jardin,AVDA. CRAMER 3271,0200506,Electricidad,INSP/SUP
2022,420035465,REACONDICIONAMIENTO REVOQUE FACHADA,GRAL. JOSE GERVASIO DE ARTIGAS 690,0200609,Albañileria / Pintura,INSP/SUP
2022,420035467,Solicitud de c y p IE y tomacorrientes,AVDA. LINCOLN 4325,0200764,Electricidad,INSP/SUP
2022,420035468,PROV Y COLOCACION DE LUCES DE EMERGENCIA,FRANCO 2390,0200759,Electricidad,INSP/SUP
2022,420035471,Solicitud de c y p IE y tomacorrientes,PEDRO LOZANO 4250,0200791,Electricidad,INSP/SUP
2022,420035472,Solicitud de c y p cambio c. telefonica,PEDRO LOZANO 4250,0200791,Electricidad,INSP/SUP
2022,420035473,Solicitud de c y p desmonte tabique,AVDA. SALVADOR MARIA DEL CARRIL 4957,0200784,Albañileria / Pintura,INSP/SUP
2022,420035474,Reparar equipo de aire acondicionado,ANIBAL PEDRO ARBELETCHE 1052,0200853,Calefaccion y Refrigeracion,INSP/SUP
2022,420035475,Reemplazo bomba elevadora,MOM 2358,0200865,Sanitarias,INSP/SUP
2022,420035477,Desmonte de pilar perimetro patio jardin,AVDA. RIVADAVIA 4950,0200427,Albañileria / Pintura,INSP/SUP
2022,420035478,Reemplazar 5 telefonos salas jardin 10,RONDEAU 2751,0200312,Electricidad,INSP/SUP
2022,420035479,Prov. coloc.cortinas blackout,AVDA. JUAN BAUTISTA ALBERDI 1083,0200431,Carpinterías,INSP/SUP
2022,420036451,Adecuar inst eléctrica-Laboratorio,GRAL. MARTIN DE GAINZA 1050,0200381,Electricidad,INSP/SUP
2022,420036453,"Arreglo patio casero, piso y cielorrasos",JUAN AGUSTIN GARCIA 1511,0200668,Albañileria / Pintura,INSP/SUP
2022,420036454,Pintura de patio exterior. Agregar techo,SAN NICOLAS 588,0200612,Albañileria / Pintura,INSP/SUP
2022,420036455,Proveer y colocar ventilador de pared,ZUVIRIA 6590,0202687,Electricidad,INSP/SUP
2022,420036456,Provisión y coloc de mochila de inodoro,MURGUIONDO 2265,0202629,Sanitarias,INSP/SUP
2022,420036480,Recambio de matafuegos abc 5kg,MARIO BRAVO 234,0200089,Incendio,INSP/SUP
2022,420036482,Instalación de termotanque eléctrico,JUNCAL 3251,0200028,Electricidad,INSP/SUP
2022,420036484,Reforzar inst eléctrica de S Comp,CAMARONES 4351,0200814,Electricidad,INSP/SUP
2022,420036485,Adecuar inst eléctrica- Oficinas,JUAN CARLOS GOMEZ 253,0200253,Electricidad,INSP/SUP
2022,420036486,Rejas en circulaciones y reflectores,AVDA. CASEROS 734,0200229,Electricidad,GER GOIM
