cui,distrito,nombre_establecimiento,domicilio_edificio,numero_escuela
0200795,17,ESPACIO DE PRIMERA INFANCIA EEM Nº2 DE 17 - EEM N° 02/17° RUMANIA - CBFO N° 02 SALVADOR MAZA,MANUEL PORCEL DE PERALTA 1437,2-17-02-02
0200796,17,INST. DE ENSEÑANZA SUPERIOR EN LENGUAS VIVAS JUAN B. JUSTO (SEDE),LASCANO 3840,
0200797,17,"ESC. PARA NIÑOS, NIÑAS, JÓVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL N° 02 DOMINGO F SARMIENTO",PEDRO LOZANO 3056,02
0200798,17,"ESC. PARA NIÑOS, NIÑAS, JÓVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL N° 03 N MIR DE TOBAR GARCÍA",AVDA. FRANCISCO BEIRO 4418,03
0200801,17,Sup.Educ.Prim.Zona D Región VIII - DE 17 - Biblioteca Antonio Devoto A Sup Primaria DE 17,BAHIA BLANCA 4025,17-17
0200805,18,EPC N° 01 MARTIN FIERRO - JIN E (EPCJS 01/18°) (SEDE),MARTIN FIERRO 5351,01-01
0200806,18,JIC N° 01/18° REPUBLICA ARGENTINA - EPC N° 02 ALEJANDRO AGUADO,AVDA. ALVAREZ JONTE 5081,01-02
0200807,18,EPC N° 03 MONTE CASTRO - JINA(EPCJS03/18°)[S]LA CALESITA DON JOSE - EPA N° 03 MONTE CASTRO,AVDA. ALVAREZ JONTE 4651,03-03-03
0200808,18,EPC N° 04 CASIMIRO AURELIANO MACIEL - JINA(EPCJS 04/18°)LA CALESITA DON JOSE,MARCOS PAZ 1732,04-04
0200809,18,JIN D (EPCJS 07/18°) - EPA N° 07 REPUBLICA ARABE DE EGIPTO - EPC N° 07 REPUBLICA ARABE DE EGIPTO,AVDA. RIVADAVIA 9799,07-07-07
0200810,18,EPC N° 08 BASE AEREA VICEC.MARAMBIO - JIN D (EPCJC 08/18°) [S],YERBAL 4965,08-08
0200811,18,JIC N° 04/18° - IFTS N° 16 SEDE - EPC N° 09 PROVINCIA DE MISIONES,LASCANO 4044,04-16-09
0200812,18,JIN D (EPCJC 10/18°) - EPC N° 10 ADA MARIA ELFLEIN,DR. LUIS BELAUSTEGUI 4949,10-10
0200813,18,EPA N° 11 REPUBLICA DEL PERU - EPC N° 11 REPUBLICA DEL PERU - JIN C (EPCJC 11/18°),AV GAONA 4763,11-11-11
0200814,18,EPC N° 13 CNEL. JOSE ANTONIO MELIAN - JIN C (EPCJC 13/18°) - ESC. DE MUSICA N° 02,CAMARONES 4351,13-13-02
0200815,18,EPC N° 14 GUILLERMO ENRIQUE HUDSON - JIN B (EPCJS 14/18°) [S],ARREGUI 6840,14-14
0200816,18,Sup Primaria DE 18 - EPC N° 15 MANUEL PEÑA - JIN C (EPCJC 15/18°) [S],AVDA. SEGUROLA 1104,18-15-15
0200817,18,EPC N° 16 JOHN F. KENNEDY - JIC N° 02/18° EL TRENCITO DE VERSALLES - CECIE N° 18 - EPC N° 25 ESTADOS UNIDOS DE AMERICA,BRUSELAS 721,16-02-18-25
0200818,18,JINA(EPCJS 17/18°)LA CALESITA DON JOSE - EPC N° 17 TTE. GRAL. LUIS MARIA CAMPOS,SANTO TOME 4529,17-17
0200819,18,EPC N° 18 GENDARMERIA NACIONAL - JIN E (EPCJS 18/18°),JUAN AGUSTIN GARCIA 5265,18-18
0200820,18,EPC N° 20 MARIANO SANCHEZ DE LORIA - JIN B (EPCJS 20/18°),BARRAGAN 366,20-20
0200821,18,EPC N° 22 PROVINCIA DE SANTA CRUZ - EPA N° 22 PROVINCIA DE SANTA CRUZ - JIN B (EPCJC 22/18°),CUZCO 116,22-22-22
0200822,18,Sup Inicial VII B - EPC N° 23 REPUBLICA DE PORTUGAL - JIC N° 03/18° EL JARDIN DE LA FLORESTA - CENOF CENTRO GUALEGUAYCHU,GUALEGUAYCHU 550,23-03
0200823,18,EPC N° 24 MAIPU - JIN B (EPCJS 24/18°),GALLARDO 521,24-24
0200825,18,"ESC. PARA NIÑOS, NIÑAS, JÓVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL N° 06 CLELIA A C SESSA",MORON 4460,06
0200826,18,ESCUELA INF. N° 05/18°,ARREGUI 4430,05
0200827,18,COLEGIO N° 13 CNEL. TOMAS ESPORA - EEM N° 01/18° E REINGRESO - PI LUZ DE LUNA,GALLARDO 149,13-01
0200828,18,ESC. DE COM. N° 30 DR. ESTEBAN AGUSTIN GASCON,SAN BLAS 5387,30
0200829,18,ESC. DE COM. N° 33 MAIPU,AVDA. ALVAREZ JONTE 5075,33
0200830,18,ESC. TEC. N° 27 HIPOLITO YRIGOYEN,VIRGILIO 1980,27
0200831,18,ESC. TEC. N° 35 ING. EDUARDO LATZINA,AVDA. LOPE DE VEGA 2150,35
0200832,18,ESEA DANZA N° 02 JORGE DONN - ESEA ARTE CERAMICO Nª 2 FERNANDO ARRANZ,ALEJANDRO MAGARIÑOS CERVANTES 5068,02-2
0200833,18,"ESC. BILINGÜE PARA NIÑOS, NIÑAS, JÓVENES Y ADULTOS CON DISCAPACIDAD AUDITIVA Y FORMACIÓN INTEGRAL N° 29 O MAGNASCO - ESC. INFANTIL ESPECIAL N° 27 DRA. LIDIA F. DE CORIAT - GABINETE MATERNO INFANTIL DE 18 - PI MAGNASCO",CHIVILCOY 1820,29-27-18
0200834,18,ESC. INTEGRAL INTERDISCIPLINARIA N° 18,SAN BLAS 4356,18
0200836,18,CENS N° 73 - CENS N° 88,MIRANDA 4173,73-88
0200838,18,CAEBYT N° 78 P SAN CAYETANO - CENOF CENTRO SAN CAYETANO,CUZCO 220,78
0200839,18,COLEGIO N° 18 DR. ALBERTO LARROQUE,MORON 4149,18
0200844,19,Sup Inicial  VI A A Sup Primaria DE19 - JIN B (EPCJS 01/19°) HOMERO MANZI - EPC N° 01 MARIA SILVENTI DE AMATO - ESC. DE MUSICA N° 12,ALAGON 300,19-01-01-12
0200845,19,EPC N° 02 DR. GENARO SISTO - JIN A (EPCJS 02/19°),TILCARA 3365,02-02
0200846,19,EPC N° 03 PROF. CARLOS JUSTO FLORIT - CENS N° 84,TILCARA 2856,03-84
0200847,19,EPC N° 04 RICARDO GÜIRALDES,AVDA. RIESTRA 1850,04
0200848,19,EPC N° 05 PROVINCIA DE CORRIENTES - CECEP N° 19,AVDA. CASEROS 4050,05-19
0200849,19,EPC N° 06 DR. ADOLFO SALDIAS,ECHAURI 1576,06
0200850,19,EPC N° 07 AERONAUTICA ARGENTINA - CECIE N° 19,QUILMES 473,07-19
0200851,19,EPC N° 08 LUIS FEDERICO LELOIR - JIN A (EPCJC 08/19°),AVDA. INTENDENTE FRANCISCO RABANAL 2275,08-08
0200852,19,CENS N° 77 - JIN A (EPCJS 09/19°) [S] - EPC N° 09 DR. JOSE BENJAMIN ZUBIAUR,CARLOS BERG 3460,77-09-09
0200853,19,JIN B (EPCJC 10/19°) - EPC N° 10 JUAN ANDRES DE LA PEÑA - INST. DE ENSEÑANZA SUPERIOR EN LENGUAS VIVAS JUAN RAMÓN FERNÁNDEZ (ANEXO),ANIBAL PEDRO ARBELETCHE 1052,10-10
0200854,19,EPC N° 11 IGNACIO FERMIN RODRIGUEZ,PJE. LA CONSTANCIA 2524,11
0200855,19,CFP N° 24 -Anexo - JII N° 01/19° MANUEL BELGRANO - EPC N° 12 JOSE ENRIQUE RODO - EPA N° 12 JOSE ENRIQUE RODO,CALLE S/NOMBRE 200 M COBO Y CURAPALIGUE,24-01-12-12
0200856,19,EPC N° 13 PRESBITERO ALBERTI - JIC N° 02/19°,ITAQUI 2050,13-02
0200857,19,EPC N° 14 CAPIT.MARIA REMEDIOS DEL VALLE - JIN A (EPCJC 14/19°),AVDA. INTENDENTE FRANCISCO RABANAL 2751,14-14
0200858,19,EPC N° 15 EVARISTO CARRIEGO - ESC. DE MUSICA N° 04,PORTELA 3150,15-04
0200859,19,JIC N° 08/19° - EPC N° 16 WILLIAM C. MORRIS,AVDA. LAFUENTE 2670,08-16
0200860,19,JIC N° 03/19° - EPC N° 17 GASPAR LUCILO BENAVENTO - CENOF CENTRO CORRALES - PI BICHITO DE LUZ - EPC N° 18 SAN JUAN BAUTISTA DE LA SALLE - EPA N° 18 SAN JUAN BAUTISTA DE LA SALLE - JII N° 07/19° - CAIYJ CLUB DE JOVENES SOLDATI,CORRALES 3420,03-17-18-18-07
0200862,19,EPC N° 19 JOSE MARTI - EPA N° 19 JOSE MARTI,"PJE. L, E/LACARRA Y LAGUNA",19-19
0200863,19,POLIDEPORTIVO - EEM N° 02/19° - PI JAURETCHITOS - EEM N° 02/19° ARTURO JAURETCHE - CAEBYT N° 16 - CAEBYT N° 06 - EPC N° 20 MAESTRO CARLOS A. CARRANZA - CAIYJ CLUB DE JOVENES ARTURO JAURETCHE - JII N° 10/19° ([A]) - PI NOCHECITAS,MARTINEZ CASTRO 3061,02-02-16-06-20-10
0200864,19,EPC N° 21 GUILLERMO JOSE BARROS - CENS N° 71 - CAIYJ CLUB DE JOVENES FATIMA,MARIANO ACOSTA 2976,21-71
0200865,19,JIN B (EPCJS 11/19°) [S] HOMERO MANZI - EPC N° 22 JUANA AZURDUY,MOM 2380,11-22
0200868,19,ESCUELA INF. N° 05/19° SAN LORENZO DE ALMAGRO,AVDA. VARELA 2751,05
0200869,19,ESCUELA INF. N° 04/19° DR. RAMON CARRILLO,"PJE. L, E/LACARRA y LAGUNA",04
0200870,19,ESC. TEC.  N° 33 F. MAESTRANZA DEL PLUMERILLO - CAIYJ CLUB POMPEYA,AVDA. INTENDENTE FRANCISCO RABANAL 1549,33
0200871,19,EEM N° 03/19° - CAIYJ CLUB BAJO FLORES - CAIYJ CLUB DE CHICOS BAJO FLORES - PI CUYEN - ESCUELA INF. N° 06/19°,AGUSTIN DE VEDIA 2519,03-06
0200872,19,ESC. PARA NIÑOS Y NIÑAS CON DISCAPACIDAD MENTAL N° 05 DR. ANGEL ARDAIZ,FERRE 1957,05
0200873,19,"ESC. PARA NIÑOS, NIÑAS Y JÓVENES CON DISCAPACIDAD MENTAL Y DE FORMACIÓN INTEGRAL N° 07 JUAN XXIII",MARIANO ACOSTA 2936,07
0200874,19,ESC. DE EDUC. MEDIA Nº 05 DE 19 E.REINGRESO,AVDA. GRAL. FERNANDEZ DE LA CRUZ 3605,05-19
0200875,19,ESCUELA INF. N° 09/19°,CNEL. MARTINIANO CHILAVERT 2680,09
0200879,19,CAEBYT N° 43 C R CARRILLO - CENOF CENTRO CARRILLO - CAIYJ CLUB CARRILLO - PI CENTRO COMUNITARIO RAMON CARRILLO,MARTINEZ CASTRO S/N  B° CARRILLO,43
0200886,19,EEM N° 04/19° HOMERO MANZI - PI POMPEYITOS,AVDA. SAENZ 631,04
0200887,19,EEM N° 06/19 - EPC N° 23 RENÉ FAVALORO,CNEL. MARTINIANO CHILAVERT 2680,06-23
0200889,19,"Sup Educ.Media y Téc.RegiónV-DE 13, 19, 20, 21",AVDA. INTENDENTE FRANCISCO RABANAL 1507,13-19-20-21
0200892,19,JII N° 14/19°,AVDA. VARELA 1802,14
0200894,19,CFP N° 24 -Anexo CooPa-,JOSE HERNANDEZ 800,24
0200895,19,EPC Nº 07 Aeronáutica Argentina (anexo),QUILMES 484,07
0200898,20,EPC N° 01 DE LA INDEPENDENCIA ARGENTINA,GUAMINI 1167,01
0200899,20,EPC N° 02 DR. FRANCISCO MELITON ALVAREZ,MONTIEL 1041,02
0200900,20,EPC N° 03 REPUBLICA FRANCESA - CENOF CENTRO MONTIEL - CFP N° 26 ([A]),MONTIEL 153,03-26
0200901,20,EPC N° 04 GRAL. FELIX DE OLAZABAL - JIN B (EPCJC 04/20°) - ESC. DE MUSICA N° 14,CNEL. RAMON L. FALCON 6702,04-04-14
0200902,20,EPC N° 05 VICENTE LOPEZ Y PLANES - CENS N° 02,TANDIL 6690,05-02
0200903,20,EPA N° 06 PROF. FELIPE BOERO,AVDA. EVA PERON 7431,06
0200904,20,EPC N° 07 ARISTOBULO DEL VALLE - JIN C (EPCJS 07/20°),CARHUE 2157,07-07
0200905,20,Sup Primaria DE20 A Sup Adultos Region IV A - JIN B (EPCJC 08/20°) [S] - EPC N° 08 DR. DALMACIO VELEZ SARSFIELD,FONROUGE 346,20-08-08
0200906,20,EPC N° 09 JOSE MARIA TORRES - JIN B (EPCJS 09/20°),AVDA. LARRAZABAL 420,09-09
0200907,20,EPC N° 10 ALFONSINA STORNI - EPA N° 10 ALFONSINA STORNI - JIN C (EPCJS 10/20°),AVDA. LISANDRO DE LA TORRE 1171,10-10-10
0200908,20,EPC N° 11 EMILIO VON BEHRING,AVDA. CNEL. CARDENAS 2652,11
0200909,20,CENS N° 25 - JIN B (EPCJS 12/20°) - EPC N° 12 PROF. RAMON J. GENE,GARCIA DE COSSIO 5570,25-12-12
0200910,20,EPC N° 13 REPUBLICA DE FILIPINAS - JIN C (EPCJS 13/20°),COSQUIN 1943,13-13
0200911,20,EPC N° 14 ISLAS MALVINAS,AVDA. DE LOS CORRALES 7040,14
0200912,20,EPC N° 15 REPUBLICA ISLAMICA DE PAKISTAN - JIN B (EPCJC 15/20°),AVDA. LISANDRO DE LA TORRE 550,15-15
0200913,20,EPC N° 16 DR. MARTINIANO LEGUIZAMON - JIN C (EPCJC 16/20°) [S],MARTINIANO LEGUIZAMON 1470,16-16
0200914,20,EPC N° 17 CARLOS MOREL - EPA N° 17 CARLOS MOREL,IBARROLA 7249,17-17
0200915,20,EPC N° 18 REPUBLICA DE COREA - JIN B (EPCJC 18/20°),MURGUIONDO 76,18-18
0200916,20,EPC N° 19 ROMA - JII N° 14/20 - CENTRO DE ACTIVIDADES INFANTILES Y JUVENILES CLUB DE CHICOS MATADEROS,COSQUIN 3100,19-14
0200917,20,EPC N° 20 JUAN RAMON JIMENEZ - JIN C (EPCJC 20/20°) - CECIE N° 20,MURGUIONDO 1347,20-20-20
0200918,20,ESC. INTEGRAL INTERDISCIPLINARIA N° 20 ALICIA MOREAU DE JUSTO - EPA N° 21 SOLDADO DE MALVINAS - EPC N° 21 SOLDADO DE MALVINAS - JIC N° 10/20°,GOLETA SANTA CRUZ 6997,20-21-21-10
0200919,20,JII N° 01/20° - EPC N° 22 RUFINO LURO CAMBACERES,MONTIEL 3826,01-22
0200920,20,JIC N° 02/20°,MONTIEL 1174,02
0200922,20,CFP N° 04 (SEDE),CARHUE 2970,04
0200923,20,JII N° 03/20° - CAIYJ MATADEROS,AVDA. PIEDRA BUENA 3100 Y AVDA. EVA PERON,03
0200926,20,ESCUELA INF. N°06/20° JUAN FRANCISCO SALABERRY,PILAR 1798,06
0200927,20,EEM N° 02/20° - JM N° 05/20° (A) - CAIYJ CLUB MATADEROS - IFTS N° 02,CAÑADA DE GOMEZ 3850,02-05-02
0200928,20,Sup Inicial V B - JII N° 07/20°,AVDA. LISANDRO DE LA TORRE 2288,07
0200930,20,CFP N° 10 RAUL S. ORTIZ ([A]) - SEC,AVDA. EMILIO CASTRO 6603/6621,10
0200931,20,CFP N° 11 ([A]) - SAME,AVDA. EMILIO CASTRO 7680,11
0200937,20,"CENOF CENTRO CONVIVEN MATADEROS - PRIMERA INFANCIA CENTRO COMUNITARIO CONVIVEN - CAEBYT N° 48 CENTRO COMUNITARIO POPULAR CONVIVEN - PROGRAMA DE NIVEL SECUNDARIO FINES TRAYECTO ""CONVIVEN""",MARTINIANO LEGUIZAMÓN 2974,48
0200940,20,CENS N° 64 - CENS N° 05 ([A] 1),PIERES 258,64-05-1
0200945,21,CENTRO EDUCATIVO DE NIVEL PRIMARIO N° 05 - CENTRO EDUCATIVO DE NIVEL PRIMARIO N° 45 - CAEBYT N° 76 MARIA MADRE DE LA ESPERANZA - CFP N° 15,MIRALLA 3838,05-45-76-15
0200946,21,JIN B (EPCJC 01/21°) [S] - EPC N° 01 CONCEJAL ALBERTO SALVATORI - CENS N° 67 - PI LOS GRILLITOS,CAFAYATE 5115,01-01-67
0200948,21,EPC N° 03 CRISTOBAL COLON - EPA N° 03 CRISTOBAL COLON - JIN A (EPCJS 03/21°),AVDA. LARRAZABAL 4051,03-03-03
0200949,21,EEM N° 04/21° - EPC N° 04 PROVINCIA DE TUCUMAN - CAIYJ CLUB LUGANO - JIN A (EPCJS 04/21°) (SEDE) - PI RIESTRA,AVDA. RIESTRA 5030,04-04-04
0200950,21,EPC N° 05 ARMADA ARGENTINA - EPA N° 05 ARMADA ARGENTINA - CECIE N° 21 - JII N° 06/21°,AVDA. LARRAZABAL 4520,05-05-21-06
0200951,21,EPC N° 06 REPUBLICA DE LA INDIA - JII N° 02/21°,NICOLAS DESCALZI 5425,06-02
0200952,21,JIC N° 04/21° - EPC N° 08 JUDITH Y DEMETRIO DEMARCHI - EPA N° 08 JUDITH Y DEMETRIO DEMARCHI - CECIE N° 25,JOSE IGNACIO RUCCI 3961,04-08-08-25
0200953,21,JIC N° 03/21° - EPC N° 09 HECTOR PANIZZA,BERON DE ASTRADA 5920,03-09
0200954,21,EPC N° 10 ITALO AMERICO FORADORI - JIC N° 07/21°,AVDA. LARRAZABAL 5001,10-07
0200955,21,EPC N° 13 DR. ALFREDO LANARI - JIN C (EPCJS 13/21°) - EPA N° 13 DR. ALFREDO LANARI,AVDA. PIEDRA BUENA 4863,13-13-13
0200956,21,JIN C (EPCJS 14/21°) [S] - EPC N° 14 DR. RICARDO LEVENE,CAÑADA DE GOMEZ 4548,14-14
0200957,21,EPC N° 15 DR. CARLOS ALBERTO VERONELLI - JII N° 01/21° - CENOF CENTRO CAFAYATE,CAFAYATE 5388,15-01
0200958,21,PI EL RINCONCITO DE CLAUDIO - EEM N° 05/21° JUAN MANUEL FANGIO - EPC N° 16 DR. SOFANOR NOVILLO CORVALAN,BERON DE ASTRADA 6351,05-16
0200960,21,ESC. INTEGRAL INTERDISCIPLINARIA N° 21,SUMACA DE LA SANTISIMA TRINIDAD 5088,21
0200961,21,ESCUELA INF. N°05/21° HEBE SAN MARTIN DUPRAT,FONROUGE 4211,05
0200962,21,ESC. DE COM. N° 12 JUAN XXIII,AQUINO 6040,12
0200963,21,ESC. TEC. N° 13 ING. JOSE LUIS DELPINI,CNEL. MARTINIANO CHILAVERT 5460,13
0200964,21,ESEA DANZA RAMICONE  FOLK.N° 20 - ESEA ARTES VISUALES LOLA MORA,SOLDADO DE LA FRONTERA 5155,20
0200965,21,JII Nº 10 DE 21 - EEM N° 06/21° E.REINGRESO - PI LARRAZABAL - EPC N° 02 MAESTRO EDUARDO LUIS VICENTE - CAIYJ CLUB DE JOVENES LUGANO I y II - CAIYJ CLUB LOLA MORA - ESC. DE COM. N° 35 LEOPOLDO MARECHAL,AVDA. LARRAZABAL 5130,10-21-06-02-35
0200966,21,CENS N° 14 - CFP N° 04 ([A]),SOLDADO DE LA FRONTERA 5140,14-04
0200979,21,Superv.Educ.Prim. Zona C RegiónVI-DE 21,CORONEL MARTINIANO CHILAVERT 6090,21
0200984,4,CENS Nº 48 - CFP Nº 25 DE 04 - CENP N°01-10-11-12-16-17-25-51 - PI ISAURO ARANCIBIA - CENOF CENTRO ISAURO ARANCIBIA,AVDA. PASEO COLON 1360,48-25-04-01-10-11-12-16-17-25-51
0200989,6,JM N° 09/06°,DON BOSCO 4050,09
0200990,4,ESCUELA INF. N° 05/04°,BALCARCE 677,05
0201163,2,CFP Nº 8  MEDRANO (Adultos),AVDA. MEDRANO 162,8
0201236,6,CFP N°31,PICHINCHA 467,31
0201808,19,"Espacio de Primera Infancia""EL GLOBO ROJO""",MARIANO ACOSTA 3650,
0201826,4,"Asociación Civil La Dignidad - Espacio de Primera Infancia ""Barracas una y otra vez""",ALVARADO 1961,
0201828,20,"Espacio del Programa Primera Infancia JM ""SUEÑITOS""",LUIS HERRERA 3460,
0201863,3,IS DEL PROF. DR. JOAQUIN V. GONZALEZ,AYACUCHO 632,
0201864,13,EEM N° 02/13°,LACARRA 1151 Y AVDA. FRANCISCO BILBAO,02
0201865,14,ESC. DE COM.  N° 17 SANTA MARIA DE LOS BUENOS AIRES,FRAGATA PRESIDENTE SARMIENTO 1817,17
0202134,1,JII N° 10/01°,CARAGUATÁ 2215  (Barrio 31),10
0202135,4,ESCUELA INF. N° 07/04° CASA AMARILLA,PALOS (ALT APROX 100-200 PAR) Y JUAN M. BLANES,07
0202144,4,EPC N° 21 HIPOLITO VIEYTES - CENS N° 60,PERU 946,21-60
0202145,4,JM N° 12/04° - ESCUELA INF. N° 08/04°,AVDA. INDEPENDENCIA 569,12-08
0202146,9,JM N° 10/ 09°,TTE. BENJAMIN MATIENZO 1880,10-09
0202167,17,INST. DE ENSEÑANZA SUPERIOR EN LENGUAS VIVAS JUAN B. JUSTO (ANEXO),LASCANO 3810,
0202172,3,CFP N°32,SOLIS 765,32
0202178,21,CENOF POLA - EPC N° 19 HERMANOS LATINOAMERICANOS - EEM N° 01/21° - ESCUELA INF. N° 08/21°,POLA Y JOSE BARROS PAZOS 5250,19-01-08
0202179,5,ESCUELA INF. N° 11/05° (S),LOS PATOS 3004,11
0202180,19,ESCUELA INF. N° 12/19°,PERGAMINO 3045,12
0202188,15,"ESC. TEC. N° 36 ALTE. GUILLERMO BROWN - ESC. SUPERIOR DE EDUCACIÓN ARTÍSTICA EN MÚSICA JUAN PEDRO ESNAOLA - ESCUELA INF. N° 06/15° NARANJO EN FLOR - ESC. PARA NIÑOS, NIÑAS Y JÓVENES CON PLURIDISCAPACIDAD MOTORA N° 11 DR. AQUILES GAREISO - ESC. INTEGRAL INTERDISCIPLINARIA N° 01 - Auditorio Polo Saavedra - Sup Inicial X B",AVDA. CRISOLOGO LARRALDE 5085,36-06-11-01
0202194,10,ESCUELA INF. N° 08/10° CAMINITO (EX 03/15°),ARIAS 3775,08-03
0202204,13,ESEA DANZA N° 01 PROF. NELLY RAMICONE - ESEA DANZA RAMICONE FOLK.N°08 - ESEA DANZA RAMICONE FOLK.N°25,FONROUGE 711,01-08-25
0202215,14,"Espacio de Primera Infancia ""EL JARDÍN DE TERESA""",FRAGA 895,
0202224,5,ESCUELA INF. N° 13/05°,DIOGENES TABORDA 1096,13
0202309,19,ENS N° 03 BERNARDINO RIVADAVIA ([A]),"TENIENTE PRIMERO ROBERTO NÉSTOR ESTÉVEZ S/N, ENTRE CASTAÑARES Y SARAZA",03
0202310,17,CENTRO EDUCATIVO PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES N° 03 ANEXO,GUTENBERG 3674,03
0202339,14,CFP N°10,FRAGA 638,10
0202343,10,ESCUELA INF. N° 06/10° MADRE EUFRASIA IACONIS,BLANCO ENCALADA 3483,06
0202379,6,ESC. PARA JÓVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL N° 34 GRAL. SAN MARTÍN,COLPAYO 132,34
0202384,1,ESCUELA INF. N° 07/01° PALACIO PIZZURNO,PARAGUAY 1452,07
0202385,18,CENTRO EDUCATIVO PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES N° 03 SEDE,VICTOR HUGO 741,03
0202387,20,JIC N° 12/20°,ZUVIRIA 6640,12
0202388,19,JM N°15/19°,AVDA. RIESTRA 3300,15
0202389,5,ESCUELA INF. N° 11/05° (A) - EPC N° 28 Argentino China,LOS PATOS 3042,11-28
0202391,21,"JII N° 14/21° - SUM-COMEDOR JIC N°14""Complejo Bermejo""",DR. ANTONIO BERMEJO 6675,14-14
0202394,5,Sup Media Region II - CFP N° 36 (A) - CICLO BASICO DE FORM. OCUP. N° 01 EVITA,LOS PATOS 3072,36-01
0202395,17,EPC N° 13 PREFECTURA NAVAL ARGENTINA - ESCUELA INF. N° 04/17°,SIMBRON 5821,13-04
0202418,2,JM N° 06/02°,ECUADOR 261,06
0202430,21,JII Nº 13/21º,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",13
0202431,19,JII N° 13/19°,AVDA. GRAL. FERNANDEZ DE LA CRUZ 2615,13
0202432,9,JM N° 11/09°,GODOY CRUZ 2320,11
0202437,20,ESCUELA INF. N° 11/20°,ZUVIRIA 6620,11
0202450,4,ESCUELA INF. N° 11/04°,AVDA. ALMTE. BROWN 373 Y CNEL. DE MARINA TOMAS ESPORA S/N,11
0202562,19,JII N° 10/19° (SEDE),JOSE BARROS PAZOS 3610,10
0202564,4,EEM N° 03/04°,PALOS (ALT APROX 100-200 PAR) Y JUAN M. BLANES,03
0202566,6,Huerta de la Escuela Especial 9,SAN JUAN 3294,9
0202567,3,EPC N° 01 Valentín Gómez (anexo huerta),AVDA. INDEPENDENCIA 755,01
0202568,3,EEE Nº14 Constancio C.Vigil[A:Huerta y Patio Juegos],AVDA. INDEPENDENCIA Y CHACABUCO,14
0202569,4,ESC. DE COM.   N° 27 ANTARTIDA ARGENTINA - ESC. DE COM.  N° 04 BALDOMERO FERNANDEZ MORENO,PERU 1357,27-04
0202571,6,ESC. DOMICILIARIA N° 02,CASTRO 1187,02
0202572,15,CEI N° 15,GARCIA DEL RIO 4559,15
0202583,19,EPC N° 24,JOSE BARROS PAZOS 3620,24
0202584,20,EEM N° 01/20° BIB.CONGRESO DE LA NACION - ESCUELA INF. N° 08/20° - JII N° 04/20°,ZUVIRIA 6550,01-08-04
0202595,15,ESCUELA INF. N° 08/15° - EPC N° 24 FRANCISCO MORAZAN - INST. SUPERIOR DEL PROF. DE EDUCACIÓN ESPECIAL,DR. PEDRO I. RIVERA 4221,08-24
0202596,21,JII Nº 09/21º,CNEL. MANUEL JOSE OLASCOAGA 5001,09
0202597,15,JII Nº 03/15º,BESARES 4333,03
0202602,16,ESCUELA INF. N° 05/16°,JOSE CUBAS 2440,05
0202613,4,JII N°10/04°,WENCESLAO VILLAFAÑE 515,10
0202627,19,ESCUELA INF. N° 11/19°,MARTINEZ CASTRO 3085,11
0202629,20,JII Nº 09/20,MURGUIONDO 2265,09
0202635,6,JII Nº 11/6º,REPÚBLICA BOLIVARIANA DE VENEZUELA 3269,11-6
0202638,14,JII Nº 05 DE 14 - Polideportivo EEM N° 01/14°,AVDA. CHORROARIN 365,05-14-01
0202643,21,JIC N° 15/21° - EPC N° 07 DE 21,FONROUGE 4358,15-07-21
0202649,20,"ESC. TEC.  Nº 20 DE 20 - IFTS Nº 04 - CFP N° 36 ""Polo Mataderos""",MURGUIONDO 2151,20-20-04-36
0202655,20,Polideportivo Polo Mataderos DE 20,MURGUIONDO Y AVDA. DIRECTORIO,20
0202656,21,EPC N° 11 DE 21,AVDA. GRAL F DE LA CRUZ Y AVDA. ESCALADA,11-21
0202658,4,JII N° 13/04°,AVDA. CALABRIA Y ROSARIO VERA PEÑALOZA,13
0202659,20,JII N° 13/20°,MONTE 7420,13
0202660,1,JIN A (EPCJC 11/01Âº) - EPC N° 11 DE 01 - Adultos 2000 - Dirección General de Educación de Gestión Privada,CARLOS H. PERETTE y CALLE 10,11-11-01-2000
0202661,5,JII N° 15/05°,ANDRES FERREYRA 3705,15
0202662,13,ESC. SUPERIOR DE EDUCACIÓN ARTÍSTICA EN ARTES VISUALES ROGELIO YRURTIA - EPC N° 23,AVDA. JUAN BAUTISTA ALBERDI 4139,23
0202663,20,EPC N° 23 DE 20,MURGUIONDO 2251,23-20
0202667,5,JII N° 16/05°,LUNA 690,16
0202668,17,JII N°05/17° - ESC. INTEGRAL INTERDISCIPLINARIA N° 17,CNEL. RAMON LISTA 5448,05-17
0202669,21,JII N°17/21° VILLA OLIMPICA,23 DE JUNIO 4155,17
0202676,5,JII N° 17/05°,SUAREZ 3110,17
0202678,1,ESCUELA INF. N° 05/01° ANEXO - ESCUELA INF. N° 12/01° - ESCUELA INF. N° 05/01°,LETONIA 1928,05-12-05
0202679,1,EPC N° 25 BANDERA ARGENTINA,LETONIA 26,25
